rollup_key,rollup_scope,rollup_value,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,state_observation_count,person_count,program_count,annual_clock_count,expected_advancement_count,expected_completion_count,source_refresh_required_count,human_review_required_count,stale_by_refresh_count,unexpected_absence_review_count,deterministic_transition_count,source_bound_transition_count,review_bound_transition_count,assurance_status,diff_readiness_status,stale_information_policy,recommended_operator_action,evidence_json
lifecycle_assurance_96dd16a096139472de81,program_role,Aortic Surgery Fellowship::fellow,fellow,,Aortic Surgery Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_811be6930b4ed3bab1dc,program_role,Breast Pathology Fellowship::fellow,fellow,,Breast Pathology Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_03cc98d61e47c6829e5b,program_role,CHOP Otolaryngology Fellowship::fellow,fellow,,CHOP Otolaryngology Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_6d0f8c56de95e31ac5b0,program_role,Cardio-Oncology Fellowship::fellow,fellow,,Cardio-Oncology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_f75886c20dc0636958ac,program_role,Cardiothoracic Fellowship::fellow,fellow,,Cardiothoracic Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_f3ef4570b9a8c06f3fc1,program_role,Cardiothoracic Surgery Residency::resident,resident,,Cardiothoracic Surgery Residency,,2027-08-15,15,15,1,10,8,2,5,0,15,8,10,5,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 15}, ""dominant_role_counts"": {""resident"": 15}, ""dominant_trainee_category_counts"": {""resident"": 15}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5, ""expected_absence_after_completion"": 2, ""unexpected_absence_review"": 8}, ""readiness_status_counts"": {""expected_advancement_window"": 8, ""expected_completion_window"": 2, ""source_refresh_required_window"": 5}}"
lifecycle_assurance_da587ce05de20f15ffe2,program_role,Cardiothoracic Transplantation Surgery Fellowship::fellow,fellow,,Cardiothoracic Transplantation Surgery Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_cb10a31463da4e075e46,program_role,Cardiovascular Disease Fellowship::fellow,fellow,,Cardiovascular Disease Fellowship,,2027-08-15,33,33,1,32,22,10,0,1,33,22,32,0,1,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 33}, ""dominant_role_counts"": {""fellow"": 33}, ""dominant_trainee_category_counts"": {""fellow"": 33}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1, ""expected_absence_after_completion"": 10, ""unexpected_absence_review"": 22}, ""readiness_status_counts"": {""expected_advancement_window"": 22, ""expected_completion_window"": 10, ""review_required_window"": 1}}"
lifecycle_assurance_c36a2507ba62ac78206b,program_role,Clinical Cardiac Electrophysiology Fellowship::fellow,fellow,,Clinical Cardiac Electrophysiology Fellowship,,2027-08-15,12,12,1,0,0,0,12,0,12,0,0,12,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 12}, ""dominant_role_counts"": {""fellow"": 12}, ""dominant_trainee_category_counts"": {""fellow"": 12}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 12}, ""readiness_status_counts"": {""source_refresh_required_window"": 12}}"
lifecycle_assurance_6fb247aeb14b606e6d12,program_role,Clinical Chemistry Fellowship::fellow,fellow,,Clinical Chemistry Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_ca167c2c711e01147bbc,program_role,Clinical Microbiology Fellowship::fellow,fellow,,Clinical Microbiology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_8a8766745ef6d8ea5c8e,program_role,Colon and Rectal Surgery Fellowship::fellow,fellow,,Colon and Rectal Surgery Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_fc937306c7a51a176bd2,program_role,Combined Internal Medicine-Dermatology Residency::resident,resident,,Combined Internal Medicine-Dermatology Residency,,2027-08-15,7,5,1,7,6,1,0,0,7,6,7,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 7}, ""dominant_role_counts"": {""resident"": 7}, ""dominant_trainee_category_counts"": {""resident"": 7}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 1, ""unexpected_absence_review"": 6}, ""readiness_status_counts"": {""expected_advancement_window"": 6, ""expected_completion_window"": 1}}"
lifecycle_assurance_b7327ae1afcc15f9aacf,program_role,Craniofacial Surgery Fellowship::fellow,fellow,,Craniofacial Surgery Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_14cf7b8d248a6239f68c,program_role,Cytopathology Fellowship::fellow,fellow,,Cytopathology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_6a153b4623ef24dba750,program_role,Diagnostic Radiology Residency::resident,resident,,Diagnostic Radiology Residency,,2027-08-15,54,54,1,0,0,0,54,0,54,0,0,54,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 54}, ""dominant_role_counts"": {""resident"": 54}, ""dominant_trainee_category_counts"": {""resident"": 54}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 54}, ""readiness_status_counts"": {""source_refresh_required_window"": 54}}"
lifecycle_assurance_c9672cff52f609eba79f,program_role,"Endocrinology, Diabetes and Metabolism Fellowship::fellow",fellow,,"Endocrinology, Diabetes and Metabolism Fellowship",,2027-08-15,21,21,1,8,4,4,0,0,8,17,8,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 8, ""none"": 13}, ""dominant_role_counts"": {""fellow"": 21}, ""dominant_trainee_category_counts"": {""fellow"": 21}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 4, ""unexpected_absence_review"": 17}, ""readiness_status_counts"": {""active_no_change_expected"": 13, ""expected_advancement_window"": 4, ""expected_completion_window"": 4}}"
lifecycle_assurance_ec1e91aceb5948efba82,program_role,Facial Plastic and Reconstructive Surgery Fellowship::fellow,fellow,,Facial Plastic and Reconstructive Surgery Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_bccbbf1ca24995c83e7a,program_role,Family Medicine Residency::resident,resident,,Family Medicine Residency,,2027-08-15,35,35,1,35,23,12,0,0,35,23,35,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 35}, ""dominant_role_counts"": {""resident"": 35}, ""dominant_trainee_category_counts"": {""resident"": 35}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 12, ""unexpected_absence_review"": 23}, ""readiness_status_counts"": {""expected_advancement_window"": 23, ""expected_completion_window"": 12}}"
lifecycle_assurance_b3638ca6ffad1fe6cc0f,program_role,Foot and Ankle Fellowship::fellow,fellow,,Foot and Ankle Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_06c74f73b5d71c05a596,program_role,GI/Hepatic Pathology Fellowship::fellow,fellow,,GI/Hepatic Pathology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_caa6b5e9530a092678a2,program_role,Gastroenterology and Hepatology Fellowship::fellow,fellow,,Gastroenterology and Hepatology Fellowship,,2027-08-15,23,23,1,23,16,7,0,0,23,16,23,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 23}, ""dominant_role_counts"": {""fellow"": 23}, ""dominant_trainee_category_counts"": {""fellow"": 23}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 7, ""unexpected_absence_review"": 16}, ""readiness_status_counts"": {""expected_advancement_window"": 16, ""expected_completion_window"": 7}}"
lifecycle_assurance_0836f4c2a3f8bbd17e5f,program_role,General Surgery Residency::resident,resident,,General Surgery Residency,,2027-08-15,75,75,1,49,36,13,26,0,75,36,49,26,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_PRELIMINARY_1Y"": 13, ""US_GME_RESIDENCY_5Y"": 62}, ""dominant_role_counts"": {""resident"": 75}, ""dominant_trainee_category_counts"": {""resident"": 75}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 26, ""expected_absence_after_completion"": 13, ""unexpected_absence_review"": 36}, ""readiness_status_counts"": {""expected_advancement_window"": 36, ""expected_completion_window"": 13, ""source_refresh_required_window"": 26}}"
lifecycle_assurance_71adf967a679060bb7f6,program_role,Geriatric Medicine Fellowship::fellow,fellow,,Geriatric Medicine Fellowship,,2027-08-15,3,3,1,0,0,0,2,1,3,0,0,2,1,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""dominant_role_counts"": {""fellow"": 3}, ""dominant_trainee_category_counts"": {""fellow"": 3}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3}, ""readiness_status_counts"": {""review_required_window"": 1, ""source_refresh_required_window"": 2}}"
lifecycle_assurance_68b900b3b35012af90c5,program_role,Gynecologic Oncology Fellowship::fellow,fellow,,Gynecologic Oncology Fellowship,,2027-08-15,6,6,1,0,0,0,6,0,6,0,0,6,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 6}, ""dominant_role_counts"": {""fellow"": 6}, ""dominant_trainee_category_counts"": {""fellow"": 6}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 6}, ""readiness_status_counts"": {""source_refresh_required_window"": 6}}"
lifecycle_assurance_c8dd08d37797ed3c8831,program_role,Hand Surgery Fellowship::fellow,fellow,,Hand Surgery Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_4ee712fb160ec2586ba9,program_role,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship::fellow",fellow,,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship",,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_3e1af2e05ea752858465,program_role,Hematology/Oncology Fellowship::fellow,fellow,,Hematology/Oncology Fellowship,,2027-08-15,32,32,1,27,18,9,5,0,32,18,27,5,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 32}, ""dominant_role_counts"": {""fellow"": 32}, ""dominant_trainee_category_counts"": {""fellow"": 32}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5, ""expected_absence_after_completion"": 9, ""unexpected_absence_review"": 18}, ""readiness_status_counts"": {""expected_advancement_window"": 18, ""expected_completion_window"": 9, ""source_refresh_required_window"": 5}}"
lifecycle_assurance_737c7520b72c779492a5,program_role,Hematopathology Fellowship::fellow,fellow,,Hematopathology Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_961dacfd206945a7a1d4,program_role,Hospice and Palliative Medicine Fellowship::fellow,fellow,,Hospice and Palliative Medicine Fellowship,,2027-08-15,5,5,1,0,0,0,5,0,5,0,0,5,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 5}, ""dominant_role_counts"": {""fellow"": 5}, ""dominant_trainee_category_counts"": {""fellow"": 5}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5}, ""readiness_status_counts"": {""source_refresh_required_window"": 5}}"
lifecycle_assurance_f384560b049e8a82fadb,program_role,Infectious Diseases Fellowship::fellow,fellow,,Infectious Diseases Fellowship,,2027-08-15,17,15,1,12,6,6,3,2,17,6,12,3,2,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 17}, ""dominant_role_counts"": {""fellow"": 17}, ""dominant_trainee_category_counts"": {""fellow"": 17}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5, ""expected_absence_after_completion"": 6, ""unexpected_absence_review"": 6}, ""readiness_status_counts"": {""expected_advancement_window"": 6, ""expected_completion_window"": 6, ""review_required_window"": 2, ""source_refresh_required_window"": 3}}"
lifecycle_assurance_5c5d891cb0f1b811582a,program_role,Internal Medicine Physician-Scientist Pathway::resident,resident,,Internal Medicine Physician-Scientist Pathway,,2027-08-15,27,15,1,27,25,2,0,0,27,25,27,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 27}, ""dominant_role_counts"": {""resident"": 27}, ""dominant_trainee_category_counts"": {""resident"": 27}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 2, ""unexpected_absence_review"": 25}, ""readiness_status_counts"": {""expected_advancement_window"": 25, ""expected_completion_window"": 2}}"
lifecycle_assurance_7ab447f9ff241ec5902e,program_role,Internal Medicine Primary Care Residency::resident,resident,,Internal Medicine Primary Care Residency,,2027-08-15,21,21,1,21,14,7,0,0,21,14,21,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 21}, ""dominant_role_counts"": {""resident"": 21}, ""dominant_trainee_category_counts"": {""resident"": 21}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 7, ""unexpected_absence_review"": 14}, ""readiness_status_counts"": {""expected_advancement_window"": 14, ""expected_completion_window"": 7}}"
lifecycle_assurance_7c362aea0f99c8367c7c,program_role,Internal Medicine Residency - Global Health Equities Track::fellow,fellow,,Internal Medicine Residency - Global Health Equities Track,,2027-08-15,4,2,1,4,0,0,0,4,4,0,0,0,4,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""stale_without_transition_review"": 4}}"
lifecycle_assurance_a1712f57037d8d4e5d44,program_role,Internal Medicine Residency - Global Health Equities Track::resident,resident,,Internal Medicine Residency - Global Health Equities Track,,2027-08-15,32,20,1,24,9,15,0,8,32,9,24,0,8,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 32}, ""dominant_role_counts"": {""resident"": 32}, ""dominant_trainee_category_counts"": {""resident"": 32}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 8, ""expected_absence_after_completion"": 15, ""unexpected_absence_review"": 9}, ""readiness_status_counts"": {""expected_advancement_window"": 9, ""expected_completion_window"": 15, ""review_required_window"": 8}}"
